title,lyrics,link
"Панки Хой, Горшок Живой (Censored Version) (PHGA)","[Текст песни «Панки хой, Горшок живой (Censored Version)»]

[Рефрен: Lida]
Смочил пивом ирокез, сжимая крест
Я простой: живу красиво, чтоб красиво умереть
На мне чёрная печать, красная печаль
Вы убийцы, мне осталось лишь напиться и кричать:

[Предприпев: Lida]
Панки — хой! Горшок живой!
Панки — хой! Горшок живой!
Панки — хой! Горшок живой!
Панки — хой! Горшок живой!

[Припев: Lida]
Йо, панки — хой!
Хой, хой, хой, хой, хой, хой, хой
Хой, хой, хой, хой, хой, хой, хой
Панки — хой!
Хой, хой, хой, хой, хой, хой, хой
Хой, хой, хой, хой, хой, хой, хой

[Куплет 1: Lida]
Я пантера, дикий котик на говнарском Камелоте
Век искусства на ****, я вечный Стас Ай, Как Против! (А)
Анархия внутри, романтика руин
Под чёрным светом петь, как ели мясо мужики! (Йо)
Я набью себе тату со смыслом
Я богема нонконформизма
Проще говоря, попса — параша!
Панки — хой! Победа наша!",https://genius.com/Lida-and-slava-kpss-censored-version-phga-lyrics
Ranhigs,Текст не найден,https://genius.com/Soloma-ranhigs-lyrics
демка катафалки 2012 год,"[Текст песни «демка катафалки 2012 год»]

[Интро]
— Финомидрин
— Что это?
— Сказал принимать по одной в неделю. Говорит, опаснейшая штука по эту сторону Бангкока. Говорит: но только по одной. От двух — замертво грохнешься
— Их дал врач?!
— Я тоже сначала не понимал. Ты посмотри на меня. И попробуй дать такое с предупреждением на словах...
— Но зачем?
— Да потому что он понял, какое лекарство облегчит мне жизнь. Смерть!
— Блин, Эдди
— Да нет, он прав. Ему надо нобелевку давать

[Куплет]
Я за рулём своего катафалка
Сгнившими до костей культями кручу баранку
Каждый из вас паук, и вас засунут в банку
Маршрут только один: влагалище и трупов свалка
И мне не жалко (е-е), я сам отправлюсь в мрак
Но чтобы не потух костёр, подкиньте Жанну д'Арк (д'Арк)
И как тут оставаться человеком?
Когда накостылять тебе может даже калека (легко)
Как вкусно кормят на поминках
Тех, что не вынесли потерь, вынесут на носилках
Я перед богом предстану с расстёгнутой ширинкой
Бритва Джиллет — говно, я бреюсь гильотиной (иди на...)
Шея в петле рутины
На распродаже прикупил пару белых ботинок
Картинно помашу родным, суну под дворник астры
Мой катафалк пролетает на красный
Старухе в балахоне глупо задавать вопрос
Когда ты на погост, отец поднимет тост
Но чокаться никто не станет
Он поменялся с сыном бы местами, но нельзя ведь (нельзя)
И мамка прыгнет в яму
И умоляет закопать с сынулей, но нельзя ведь (а-а)
У катафалка заглохнет движок
На полпути нас не сломить, мы дойдём и пешком",https://genius.com/Slava-kpss-2012-lyrics
"Жребий, бро (Жребий брошен) (InDaBattle 3 Round 1)","(Интро)
270 рублей
Это блять пиздец какие огромные бабки
Это три баклажки пива! Мы настоящий андерграунд мы не тратимся на такую хуйню
Йоу

(1 Куплет Слава КПСС)
270 рублей, пиздец дохуя
На них могла бы жить месяц индийская семья
Подумай только, это целая пачка гандонов
Дать их твоему отцу, и ты бы не дожил до школы
На эти деньги мог притарить ты носков без дырок
И больше не смущаться заходя к друзьям в квартиру
Ты мог потратить ?их на диск Софии Ратару
А че такого сделай своей бабушке подарок
125 рублей, пароль на порно-трекер стоит
Купи, останется еще на средство от мозолей
За 270 рублей купил бы индульгенцию
Тебе - бессмертие, попу - прибавка к пенсии
Как не крути, братан, а это приличные филки
За них ты мог попасть в ротацию Радио-Химки
Но жребий брошен, вместо всех этих вещей отпадных
Ты слил их чтобы вылить их в отборе ИнДаБаттла

[Из сериала ""Полёт конкордов""]
Это развод
Нет не развод
Зачем кому-то меня разводить, Джемейн? Тем более через интернет, одно из самых честных мест современного общества?",https://genius.com/Slava-kpss-indabattle-3-round-1-lyrics
Singapur,Текст не найден,https://genius.com/Soloma-singapur-lyrics
красный плед (red plaid),"[Интро: Fallen MC]
Дай петь мне
Отходит микрофон (дай мне петь блять), а я отхожу
Ко сну
Слава по тейкам
Ежемесячные


[Куплет 1: Fallen MC]
Психолира Хамиля и доктора Норштейна
На почтовом отделении индекс ""Земля""
Не верю в молчаливые волнения масс при вызове теплотрассы
Доп заказывал мальчик Евгений
А Михаил думал о небе и роллы с петрушкой вызванивал
На Грибыче меркантильные хипстеры в герыче
Этот мир для тех кто не с нами, с ушами заячьими
Для всех ужаленых
Слайсы, булочки с грушей, станция Пушкинская
А где вы, мои ебанушки, под серым небом Израиля
И мои проститутки вокзальные спайсом приглушены
Возьми, сука, в руки оружие, останься с нами
Снег над Петрою кружится
Первый месяц разбужен последним винтом с майорки
В своей каптёрке наследник короны мерит исколотый иголками сток сити
А ноги волка кормят, смотрите на других лишённых ног
И в позолоченных камзолах парни с двустволками
В базарный день и выступить
Сколько пороха из дырок нассу
Больно же
Зову своего старого кольщика
Набей мне на месяц разгрузочный
Чтобы все эти бутылки и трубочки исчезли за зеленью
Последний день света, статский советник, газель
И комары кусали меня
Все эти дни угасали под светом нового дня
Мы соски свои сосали и больше ничего не требовали
Княжеский стол и отпуск в Теребаево",https://genius.com/Ezhemesyachnye-red-plaid-lyrics
Скорая смерть в тридцатку (30),"[Текст песни «Скорая смерть в тридцатку»]

[Куплет 1: Ваня Светло]
Эйоу, собаки, Ежемесячные в уши насрали вам
С подачи Назарбаева проверь документы у Замая
Он говорил ""Сараево отныне представляет Азию""
Замай рассказывал, как собак ел, вкусная печёнка у собаки
Общаемся знаками, я писал тебе не молоком, писал ссаками
Может быть возьмём сакэ в твоём модном рюкзаке?
Харуки Мураками, твой отец на высоте дрыгает ногами
Безопасности не соблюдает правила
Зачем ты под чёрного легла, зачем ты на красное поставила?
Ежемесячно ебу в рот Ивангая
Ариадны нить разматываю, как котик разлагаюсь, рядом Слава и Мишаня
Наркотики отрицаем, это скорая смерть в тридцатку
Лучше с пацанами в бадминтон в зоне парка [?]

[Куплет 2: Джигли]
Питерские якуты на связи
Маршруты привели нас из Азии в [Фрязево?]
В гости к Замаю, альбом [?] в Краснодаре пьёт кофе с корицей
Юрий Ковтун играл в лучшем клубе столицы
Рэп должен дымиться, у нас тоже есть свои принципы, мистер
Еже за чистый рэп без ремиссии, чистый ум, Глебка, магия чисел

[Куплет 3: Слава КПСС]
Эйоу, собаки, питерские коты на связи
Руки покрыты арабской вязью
Душат Замая за антиисламский панчлайн
Это не короли абстракта и даже не концерт в честь первомая
Это Слава, Миша и Ваня, а ты гордишься пропёрженными штанами
И чикинишься в кафе на восстании, но я подсыпал в твою приму Сальвию и привет, сын гуфа вырос усатым и теперь он Сами с усами
Скажу: ""Тащи мои сани, Сусанин"", ради рифмы даже в крысиную
Норку кончаю, и это только начало
Ты не mc, ты мочало, Глеб",https://genius.com/Ezhemesyachnye-30-lyrics
По течению (With the Flow),"[Текст песни «По течению» ft. Слава КПСС]

[Припев: 5Колонна (DAC)]
Скупые слёзы номиналом ноль целых, одна десятая
Мочат глаза, как будто в чём-то виноват я
Статья или спокойствие о будущем
Право выбора в твоих руках — не быть осужденным
В порядке живой очереди оказаться брошенным
Занозой, в глазу выросшей, белёсой кожей выцветшей
Опять зима метелью припорошила, пора б уже
Менять местами тяжесть ноши на радости ложку

[Куплет 1: 5Колонна (DAC)]
А я думал, что прекращу петь эти грустные песни
Пятью годами раньше, на лестничных клетках, в подъездах
Но кто знал, что эти дни так скоротечны?
Меняют пасмурное утро на солнечный вечер
Обретает покой лишь тот, кому памяти пепел
Вера слепо в приметы, оказаться бедным
Ломая грифель карандаша, который рисовал линию
Названием «судьба»
Нет, я не жалуюсь, вы что? Это не в моих принципах
Опять же, грош цена тому, кто бестолково кривится
Мол, красная икра уже была сегодня утром
На булку хлеба в день слабо прожить, тупой ублюдок?!
Опять на улицах продажных сук не всё спокойно
Ей 15, мама думает, что дочка в школе
Да, грязная любовь под банку Jaguar'а
Закон природы, всё по Фрейду, будь спокойна, мама
«Вась, дай с телефона позвонить» — всё, это дохлый номер
«Без лоха и жизнь плоха» — метафора для обездоленных
А у него дома родители ночами беспокоятся, что сын — вор
Грязь вершить так хочется
Поверьте, без проблемы не бывает жизни
Кто-то находит в ней кредо, только ею мысля
Пусть скептики считают, что это пессимизм
Но знаете, я порой люблю погрустить один",https://genius.com/5-dac-with-the-flow-lyrics
Пушим на ноге (Скит) (We push on the leg),"[Текст песни: Пушим на ноге (Скит)]

[Скит: ???]
Пушим, пушим на ноге. Нам надо занять хайграунд
, как только враг подойдёт – падаем на голову. Мойра
, у тебя агрессивная позиция надо отойти. Осторожно рипер
в спине. Осторожно, он щас ультанёт",https://genius.com/And-gleb-minekhin-and-raul-nanayan-we-push-on-the-leg-lyrics
Parodia,"[Текст песни «parodia»]

[Куплет]
В кабинете на Камчатке знаний зиждились зачатки
В туалете между пар как от ментов сверкали пятки
В классе 9-ом читал ""Герой нашего времени'
Печорин мне по нраву был больше, чем Эминем
Я решил с тех пор, так под козла мутить треканы
Глотай леща как пеликан, как Картман я шикарный
И мне дала бы даже мама Рианы
И мой колхозный флоу вашим ушам как с неба манна
Да, я классный пародист вместе с Кешей пишем дисс
Красный ниндзя? — нет, атласный каратист
В этом очень мало смысла как в куплетах ТВЖ
Я надеюсь тётя Коша ходит строго в паранже
А чё я всё о бабах? тут вещи посерьёзней
Как сраные таджики, вокруг все строят козни
Тут духовности больше, чем во все манде Земфиры
Поздновато, но как говорят, не плюй в могилу
Привет Кеше, юморист из Comedy:Women
Как волк у дома поросят, я очень плотно дунул
Предлагаю интим и хоть не то, что люблю палки
Олегу на ДР проплатим банку «Балтики», йоу!

[Припев]
Кто на этом баттле мутит адовый замес? —КПСС,КПСС
От кого пуканы рвутся как в Японии АЭС? —КПСС,КПСС
Кто обидеть не желал, ни этих и не тех? —КПСС,КПСС
Но я слышу только: ""КПСС, ты задиссил всех, ты задиссил всех, ты задиссил всех. ""
Йоу!",https://genius.com/Slava-kpss-parodia-lyrics
Адыгейский самотык (Adyghe dildo),"[Текст песни «Адыгейский самотык»]

[Куплет 1 MF Dok]
Шлюхи привезли Оксиду мефедрон
Они опоздали на метро, теперь им негде ночевать
Шлюхи привезли Оксиду мефедрон
Граммов около пяти, он их видеть очень рад
Эти шлюхи нормик, бреют письки, любят быстрый
Как попадут на хату, сразу ищут где че спиздить
Они объюзались метлой, как бананов макака
И теперь они хотят, чтоб Вован на них покакал
Но сначала ему нужно покормить бомжей
Пришли ребята из Еже и принесли ежей
Замай в зубах кинжал, уже подплясал тем красавицам
Вован глядит за ними в оба и не может расслабиться
Он слишком недоверчив, и не сведет нам рэпчик
Ведь у него теперь на хате есть шлюхи и мефчик
Ежи, бомжи, Еже, Замай, Витян с довольной мордой
Они в лицо тебе насквиртят, братка
С Новым Годом

[Куплет 2 Слава КПСС]
О-о-о, Симона, моя Симона, моя Симона, моя Симона…
Симона, покажи мне, где эти твои сады
Адыгейский самотык, под бит сокрушить ларьки
Когда вокруг Россия - всегда вокруг пеньки
(Как это так?)
Присядь, отдохни, умри
Пара, не гони, лесных кораблей огни
То-только попробуй отмолить грехи мне
Но между нами химия, ты моя богиня
Но вдруг в глазах поплыло, и все как сон сгинуло
В мире, населенном химерами, Бог, налог на прибыль
Бог, налог на прибыль, в мире, населенном химерами Бог налог на прибыль
Я видел сети, не хотел бы стать крупной рыбой
Чья жизнь зубастая, как Роналдиньо
(Моя-я-я…)
Дредастая картина пылью, судьба пошла миазмами
Наш час остался былью, стрелка часов скурит нас
Как сенсимилью…
(Сенсимилью)
Как сенсимилью…
(Сенсимилью)
Как сенсимилью…
(Это-это-это Симона)
Симона…
(Как сенсимилью)",https://genius.com/Ezhemesyachnye-adyghe-dildo-lyrics
Prisadilo,"[Слава КПСС]
Е
Наркоманы хоронили Ленина
Чердак закоротило
Оставил по ?паркадиллам на улице Пикадилли
Пьяного инвалида хоронила тоска, а нас присадило
И на вечер нашлась скупая слеза
Боллевудские страсти протекали в камине
Запуская по деснам пустые бутылки
Улыбалась от крытки уже нежевая сестра
И твоя игра на поверку Басты
И ты невыкупасты
Мастер склеит ласты
Кинь ?в носками если ты не напасен",https://genius.com/Ezhemesyachnye-prisadilo-lyrics
Krest,Текст не найден,https://genius.com/Soloma-krest-lyrics
митВОЛЬТ (mitVOLT),"[Текст песни «митВОЛЬТ» ft. Юджин Kid]

[Интро: Слава КПСС]
Йе, здорово, братцы
Йау, это сенсация
Тут Олег Митволь и сало

[Куплет 1: Слава КПСС]
Олег Митволь чешет клитор бритвой
Это битва за неокрепшие умы
В деле креплёный ром и поднебесные коты
В подземке тесно, подвинь свой псалтырь
Эй, Мойдодыр, принимай пополнение в ряды анальных гардемарин
У Марининой менстра, так что Каменской не обойтись без травм
С утра киста, вырезаю канцелярским ножиком её фотки на инстаграм
Хпстер даже перед лицом смерти
Пердак подшит, жидок Янг Кертис
И негр Джимми Хендрикс в аду строят вертеп
Строго вертел рурэп вокруг своей залупной оси
Не носили вы лосин? Не носил, но носит сын
Это засыл всем плоскостям
Наш костяк на скоростях
За свои рога пробить жене лося
Это классика, шлифуй пивасиком
Гарик так-то не слабо лепит
Лучше сын-хуесос, нежели кагхтавый гхэпегх",https://genius.com/Ezhemesyachnye-mitvolt-lyrics
станция апатиты (stancia apatiti),"[Текст песни «станция апатиты»]

[Куплет 1: Слава КПСС]
Когда за окном Балаково, а ты давишься молоком
Жизнь проходит налево, а ты тянешься вправо
Адресат.ком заперт в этом подвале
Раздавая сущему мириад ярлыков
Вот этот город подписал Балаково
Где оно? Внутри у какой такой медузы?
Почему тут петляют улицы вокруг старого кукурузника
И десятки мотыльков отражаясь в лужице
Зажигают одну за другой звезду
В Балаково обычное чудо превращается в пьяный разгул
Неминуемый русский бунт был задушен в кроватке матери
Из-за стенки привычный гул, это урчит Балаково
Просыпаюсь мужчиной под 40, а уснул младенцем
И [?] время без остановок
Этот автобус движется по кольцевой, водитель твоя психоформа
Балаково - могила Бога, Господи, ты и сам есть Балаково (Балаково)

[Куплет 2: Fallen MC]
Ты между делом проснулся
Ты набивай [?] тела комарами покусанном
На катамаране [?] приплыл к Эльбрусу
Он хотел позвонить маме и улыбнуться
Он в Балаково, она в Куско
И это запуск твоей ракеты, направляй её к свету
Управляющий любил пакеты толстые, но проглядел пулю в своей сорочке
А я на ярмарке дочке купил йогурт просроченный
На красный свет точно проскочишь
Парящий след моей мелодии тебе надолго запомнится
Пускай идут годы, в Балаково всё тот же дождь
И в реки падают стоки, он каждый день работал на стройке
Но пропивал всё в барах соседних
Ты мне не раб а только посредник
[?] мы скоро встретимся
Тут листопад на Сретенке
Меня в Москве никто не встретит
На Воробьёва мчим на паркетнике
Под музыку твою рима, и ты мне так необходима
Я в Балаково (я в Балаково)",https://genius.com/Ezhemesyachnye-stancia-apatiti-lyrics
Ne spi,"[Слава КПСС]
Йо йо
Йо

В Клязьме язвенная связь
Куртезанка в разуме, партизаны связаны
И заныкан кусочек себя в этих сияющих безднами впадинах
И один огонь, да и тот украден
Половинка вся в садинах, походу война
Твой нанюханый сын отправляется нюхать туда где гнилая вода
Дай мне выпить с утра глоток этой горькой микстуры смерти
Здесь есть тени - следят за нами
Здесь есть твари - съедят и свалят
С планеты дальной голос [?молоха?] молвит о маленькой тайной
Такой важный непрадажный пока неподходит цена
Мой цинковый закат, этот цинковый рай покидая гроба",https://genius.com/Ezhemesyachnye-ne-spi-lyrics
Вставай на лыжи (Get on your skis),"[Текст песни «Вставай на лыжи»]


[Куплет 1: Слава КПСС]
Веди себя потише, надо бы встать на лыжи
Они же нувориши
, нам бы лишь заснуть под крышей
Дешевой пищей набить голодные недра
И мистер Питер скалится улыбкой негра
И мне бы стать сильней, пока же как улитка бегом
Владею навыком давить, некудышный соперник
Для этих джунглей я Маугли, где мой Акела?
Под сенью кедра замер, как всадник медный
Рассадник скверны или гнездо порока
Меня баюкает сигналками вечерний город
Мне одиноко, но я кот который без дома
Заглотит анаконда красной ветки, анаконда
Мой Гондор ждет, когда я стану гордым Арагорном
Но эта гонка приведет тебя к тюремным шконкам
Скажи, что толку по воде гулять, лед еще тонкий
Так что гуляю по щебенке, пропащий, мокрый
Небо, за что мне этот дождь?
За то что зонтик
Знакомьтесь, это ваш новый коллега по бегу
Я беглый раб, попавший в новую клетку
Я внешне слаб, но сломаю прогнившую стенку
Осенний парк, справим поминки по лету
Кромешный мрак, но в бутылке тлеет комета
Босяцкий метод без сантиментов и наметок
Кассета - на ней басит Шура Каретный
Лысые, как коленка, приезжие студенты
Не знают - этот город съест их и высрет в подземку",https://genius.com/Ezhemesyachnye-get-on-your-skis-lyrics
Spisok (skit),Текст не найден,https://genius.com/Soloma-spisok-skit-lyrics
Король Лич (Lich King),"[Текст песни «Король Лич»]

[Куплет 1: Slimus]
Исследования в лабораториях секретных
И не знают простые смертные что в их недрах
Я как-то подумал что будет, если изобретут
Компьютер, не просто машину - действительно умный
Идея искусственного интеллекта
Вроде, как раньше, уже не кажется бредом
И те видеоплёнки, что пылятся дома, на полках
Реально могут в один миг ожить за окном
Умнейшие головы трудятся в катакомбах
А результаты - в пробирках или колбах
У них не берут автографы, но помнят долго
Тех, кто посмел поспорить с природой
Сделав выбор бросить вызов, нестандартно
Не так, как все жить и мыслить, до предела накаляя клетки мозга
Сходить с ума по каждой формуле, по каждой дозе
Прозы складывая ночью, ноты, сочиняя аккорды
Или заканчивая на холсте контуры
Вытирая капельки пота, уже под утро, интересно, о чём он всё таки думал..

[Куплет 2: Слава КПСС]
Гонимы кем, почём я знаю вопросом, поцелуев в жизни сколько
Румынкой, дочерью Дуная иль песню лет про прелесть польки
Бегу в леса, ущелья, пропасти, и там живу сквозь птичий гам
Как снежный сноб, сияют лопасти крыла, сверкавшего врагам судеб
Виднеются колёса с ужасным сонным людям свистом
И я, как камень неба нёсся путём, не нашим, а огнистым
Люди изумлённо изменяли лица",https://genius.com/Ezhemesyachnye-lich-king-lyrics
"Слава, какой нахуй андроид (Slava, the fucking android?)","Меня записал андроид
Я ?писатый войн саша барон коэн
Ноутбук пропел
Убери с паласа ?лужер ?водки мистер пропер
За лапасы как цапля стала ? в поле войн
Но лучше сеница в глазнице чем журавль жжот
Желтая подводная лодка бесплодная блядь в колготках
Родила за полночь ни то сына ни то дочь ни то дроида ни то ?тамагочу
Позвони на рабочий твоя ?женка в ответе можешь пользоваться моей дочкой сколько хочешь
Братишка
Понтий пилат подлый пират полный вперед попка дурак йо
Вчерашний нумезмат ?в церкви будет мелочи брать
Братик говорит что ?потапка ?бля ты не ? не дать не взять
Это заебись писать на китайский айфон русский ?м аккорд
Горстями грызть ?страмадол у дочки Рэмбо первая ?Аккорд он ее ножем заколол
Нажем блять представьте!
А йо! (полет нормальный)",https://genius.com/Slava-kpss-slava-the-fucking-android-lyrics
Запахло ёлкой (Smelled like a Christmas tree),"[Текст песни «Запахло ёлкой»]

[Куплет 1: Fallen MC]
Скорая помощь приехала невовремя
Ты помнишь все мои неровности
Я добрый молодец который устал молиться иеговии
Попробовал жить без иеговы
Его дела фиговые
Вы не шарите за шарики
Профаны лошарики
В моей гардарике спокойны как на титанике
Спутники юпитера тайнам
Его не мучают кошмары и он по вене кошмарит
Все моменты что они пролетают рядом
Все комменты что я был рядом
Ты вспоминала новогодние елки в Саратове
Сижу лет 8 на сортире я совсем состарился
Составился и земля прорастает, все глубже тело
И земля прорастает все глубже в тело
В методе Сократа было скрыто немного иронии Сартра
И святого иеронима такая вот блядская ирония
Светлана ряска
рассказывай в красках о мази на круглой
А ты записывай три рыбьих чешуи и хвост лисий
Пегии лошади подставлялись за нос крысий
Становились за год крысы
Особенно те кто был в гудамысе [?]
Отдыхал с папой в кутаиси
Задрачиваясь в симулятор рыси
И пробуем пробить гарик в Тернополе
Пробивая в Севастополе
Непопандополос [?]
Я добрый молодец я дед мороз
Привет ребята
Привет ребята",https://genius.com/Ezhemesyachnye-smelled-like-a-christmas-tree-lyrics
СКИТ 3 (SKIT 3),Следующий текст взят с портала «Стихи.ру». Все претензии от автора - пошли в пизду!,https://genius.com/Soloma-3-skit-3-lyrics
ЧДПБЛ (CHDPBL),"[Текст песни «ЧДПБЛ»]

[Интро]
Йе, йе, йе
Ву-ху-ху
Йе
Снова летаю во сне
Снова летаю во сне
Вышел, словно голый к доске
Никуда не надо, класть хер хотел на всё
Снова летаю во сне
Вышел, словно голый к доске
Никуда не надо, класть хер хотел на всё

[Припев]
Чудовищно долгий поход без любви к себе
Чудовищно долгий поход без любви к себе

[Куплет 1]
Чудовищно долгой без любви ждать, пока будем мертвы
Чудовищно долгий поход без смысла, без цели, без ног
Без всякой надежды на взлёт, чудовищно долгий поход
Где все предметы в общем-то равны и выходить или нет — мне нет разницы
Заношу топор над существующим, колдую над бумажками и не пекусь о будущем (Совсем)
Тут то ещё хаотичное движение и я залип на сцене, как муха в варенье
И где мне достать смысл? Среди сосен заблудился осенью я в Полежаевском парке
Вот пара додиков ищут в корнях закладку (Вот они)
Наугад шарят лампой, а я осел, как ландыш
От касаний ясеня (Ясеня) или то была козья ива? (Козья)
Одному встречать весну мне не-не-не-не-невыносимо!
Взять пиво, да стыдно, бренчать пакетом при соседях
Выкупят сразу, что я стоячая вода, плыву в слепые рукава
А нас не будет никогда
Мне наухала на ушко болотная сова
Дикие козы грызут солёную землю, а тут солёные слёзы текут из глаз твоих
Да... Да, это был долгий поход, да мы делили нищий паёк
Но пока кладбищенский домовой нас не смёл в свой совок, мы не завершим этот поход",https://genius.com/And-slava-kpss-and-no-speed-chdpbl-lyrics
В стиле Саши Скула (In style Sasha Skul),"Кто не донатил - тот не русский, ауф братуха
489 Рублей на шиши чуйские
А топ донатер у нас на стриме как Саша Север
Козлы козлят, чмыри стирают, пацаны донатят
Без воровского жизнь пуста",https://genius.com/Slava-kpss-in-style-sasha-skul-lyrics
А яя у ю (A),"[Текст песни «А яя у ю»]

[Куплет 1]
Раз, два, можно пёрну? Да, но только выйди!
А из этого выйдет куплет про пидоров
И то, что не любят все
Я бы спел вам про осень, только в городе снег и на окнах морозец
Нам напишет узор, вот и [?], опять пишем EP без понтов, а зря
Кстати, котам режут яйца, остальные без них даже песни поют
Я люблю слушать записи в [?]
Моя дама мне дарит уют и походу я узник совести
Не смог свести трек, а ты сводишь тату
Кто-то смог сглотнуть так глубоко, чтобы всплыть будет трудно
Такие вот будни, [?] как диагноз Рабьо
А-я-я о-ю-ю! А-я-я о-ю-ю!

[Куплет 2: Ваня Светло]
Выпил кумыса, Людмила Гурченко актриса была в Китае
Поела риса, стюардесса-киса, подай шампуня
Я всем машу ""ня"", няшные фекалии Петра Первого, баталии достали
Потенция вялая, видно мало ел каши я
Молоканкой запивал, у погранки залипал, запивал песни
До пенсии тянул кота за [?] лейся, украинка, пойдём в кабинку
Спинку потру, поутру на рыбалку пройду за зигами
Кидай в корзины их, белый стиль, белая сила
Меняй шило на мыло, а мыло на шило
Накрыло, крокодила диггу разорвало
Книгу [?] кидало по стЕпи или степИ
Микстейпы или EP заебали",https://genius.com/Ezhemesyachnye-a-lyrics
скит для светло (skit for svetlo),"[Текст песни «скит для светло»]

[Интро]
Подкинь ещё овса, я уже хорош

[Куплет]
Купила мама коника, а коник — пидор
Все кони — пидоры, но не все пидоры — кони
Устроить бы корриду с жеребцами в главной роли
Быков на волю, чтоб резвились в чистом поле
А каждую лошадь на мангал
Хорошая лошадь — это говяжья тушёнка
Я плачу от восторга, когда душа жеребёнка покидает тушу, после его ма—
После мясо его мамаши с картошкой тушу
Прости, жеребёнок, Македонский был мудак
Мудак Будённый, казаки были те ещё мудаки
Лучше бы на ослах в атаку пошли
Подкинь говядинки на угли
Вырос среди лошадей; ну какой ты Маугли?
Ты конь беспонтовый, откинь зигу правым копытом, и вперёд на сектор, болеть за ЦСКА, конечно
Но в твой овёс подсыпан ционид, коняшка
И ты подохнешь
После себя оставишь лишь тёмные лепешки, лепёхи, йе",https://genius.com/Slava-kpss-skit-for-svetlo-lyrics
Ljubov’ Kak Sostojanie,"[Текст «Ljubov’ Kak Sostojanie»]

[Инструментал]

[Интерлюдия]
Любовь как состояние
Любовь как состояние
Любовь как состояние
Любовь как состояние

[Инструментал]

[Интерлюдия]
Любовь как состояние

[Инструментал]

[Интерлюдия]
Прекрасная, прекрасная любовь
Любовь как состояние
Прекрасная, прекрасная любовь
Любовь как состояние
Прекрасная, прекрасная любовь
Любовь как состояние
Прекрасная, прекрасная любовь
Любовь как состояние",https://genius.com/Soloma-ljubov-kak-sostojanie-lyrics
Форчан (4chan),"[Куплет]
Лёва зависает на форчане, поставив чайник
Сыпет jpg'ами в пиндосов, как тополь палит
По этим полям, по их тредам
У нас нульчан, у вас параша да с замашками педальки калит
Когда анонимусы врубают свой GGсутра Allin
Говорят я Иеронимус Георг крутой ботаник
Именно по этому я в массы пихал мемасы
Но если ты с пиратской бухты, где твои пиастры?
Форчан пёстрый, там посты бурлят компостом
Для вас тиреч и харкач как прыщи подростков
Скоро пройдёт, а пока за пк загвоздка
Личностный рост не идёт, будто продразвёрстка
А мозг разросся и скоро полезет из уха
Твой дед не верил, что бывает цветная порнуха
Товарищ Сухов, поясни за воззрение внука
Если гомонегры на экране его ноутбука

[Припев]
Открывай форчан - Гуф, говно, моча
Если в деле [?] твой удел мычать
Типо раздел рачья полон, как The Flow
Лёва держит имиджборд - tits or GTFO!
Открывай форчан - Гуф, говно, моча
Если в деле [?] твой удел мычать
Типо раздел рачья полон, как The Flow
Лёва держит имиджборд - tits or GTFO!",https://genius.com/Slava-kpss-4chan-lyrics
САМОСТИ (SELFHOODS),"Вскарабкалась затемно на пьедестал сумрака
Своего рода иволга
В своём роду вздоха жизнь долга
Толк лишь в побеге от поиска толка, не глядя на происки потолка
По праву натуре близка сутолока
Суть велика
Где ветреница лепестком обнимает веки врага
Где перо пропитает оскал
Где воспета последняя гильза приплясавшая полькой к ногам
За серебристым берегом к пепельным берегам
Онемеет ли без последствия там, где криком оберегал
Самая треклятая и прошитая искренняя рука

Ни взглядом ни помыслом не зарекал
Перевоспитанник вороха

Добела колюч парадокс заморозка —
Явь высока

Молодая поросль в узелок вьюнка
Так срастаться лишь дуракам
Равняя пульс судорогам
Так нам


Пригоревшего дня остаток с края сковороды
Ось выправляет дым
Ось выправляет дым
Каждый твой след поломан,а кажется невредим
Дым выправляет ось
Дым выправляет ось
Выносил так не брось
Вымолил так ни слова
Что не о том просил
Ты был не в силах ответить
А после себя винил",https://genius.com/Soloma-selfhoods-lyrics
